date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:05:18	1458968/1458968	---MCZ	200	added ('OK')	application/rss+xml	date:Thu,%2002%20Mar%202023%2003:35:22%20GMT	https://newtecons.vn/feed/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/feed/index.html	(from https://newtecons.vn/)
19:05:18	83594/83594	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Jun%202021%2009:56:17%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/css/animate.css?ver=3.0.3	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/css/animate19ce.css	(from https://newtecons.vn/)
19:05:18	8344/8344	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Jun%202021%2019:01:43%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/fonts/Linearicons/style.css?ver=3.0.3	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/fonts/Linearicons/style19ce.css	(from https://newtecons.vn/)
19:05:19	68291/68291	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Oct%202021%2006:49:43%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/css/bootstrap_customized.css?ver=3.0.3	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/css/bootstrap_customized19ce.css	(from https://newtecons.vn/)
19:05:19	74035/74035	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Sep%202022%2007:59:54%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/css/frontend.css?ver=3.0.3	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/css/frontend19ce.css	(from https://newtecons.vn/)
19:05:19	90578/90578	---M-Z	200	added ('OK')	text/css	date:Fri,%2028%20Jan%202022%2002:44:26%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/css/responsive.css?ver=3.0.3	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/css/responsive19ce.css	(from https://newtecons.vn/)
19:05:19	89684/89684	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2004%20Nov%202022%2000:01:48%20GMT	https://newtecons.vn/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-includes/js/jquery/jquery.mina7a0.js	(from https://newtecons.vn/)
19:05:20	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2009:06:06%20GMT	https://newtecons.vn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://newtecons.vn/)
19:05:20	11876/11876	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Mar%202023%2012:05:18%20GMT	https://newtecons.vn/wp-json/wp/v2/pages/8651	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-json/wp/v2/pages/8651.json	(from https://newtecons.vn/)
19:05:20	233560/233560	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Mar%202023%2012:05:18%20GMT	https://newtecons.vn/wp-json/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-json/index.html	(from https://newtecons.vn/)
19:05:20	786/786	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Mar%202023%2012:05:18%20GMT	https://newtecons.vn/xmlrpc.php?rsd	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/xmlrpc0db0.php	(from https://newtecons.vn/)
19:05:20	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Mon,%2013%20Mar%202023%2012:05:18%20GMT	https://newtecons.vn/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-includes/wlwmanifest.xml	(from https://newtecons.vn/)
19:05:21	3098/3098	---M-Z	200	added ('OK')	application/json	date:Mon,%2013%20Mar%202023%2012:05:18%20GMT	https://newtecons.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnewtecons.vn%2F	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-json/oembed/1.0/embed50e1.json	(from https://newtecons.vn/)
19:05:21	3315/3315	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Mar%202023%2012:05:19%20GMT	https://newtecons.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnewtecons.vn%2F&format=xml	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-json/oembed/1.0/embed7678	(from https://newtecons.vn/)
19:05:21	3729/3729	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jun%202021%2008:40:43%20GMT	https://newtecons.vn/wp-content/uploads/2021/06/favicon-1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/06/favicon-1.png	(from https://newtecons.vn/)
19:05:21	7488/7488	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2009%20Jun%202021%2009:09:55%20GMT	https://newtecons.vn/wp-content/uploads/2021/06/newtecons.svg	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/06/newtecons.svg	(from https://newtecons.vn/)
19:05:22	425833/425833	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Aug%202021%2004:04:06%20GMT	https://newtecons.vn/wp-content/uploads/2018/05/landmark-da.jpg	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2018/05/landmark-da.jpg	(from https://newtecons.vn/)
19:05:22	162502/162502	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2021:39:18%20GMT	https://newtecons.vn/gioi-thieu/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/gioi-thieu/index.html	(from https://newtecons.vn/)
19:05:22	2988447/2988447	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Jun%202022%2009:23:54%20GMT	https://newtecons.vn/wp-content/uploads/2022/06/cover_web-1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/06/cover_web-1.png	(from https://newtecons.vn/)
19:05:22	5746853/5746853	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Jun%202022%2002:46:21%20GMT	https://newtecons.vn/wp-content/uploads/2022/06/cover_web_tong-thau_2.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/06/cover_web_tong-thau_2.png	(from https://newtecons.vn/)
19:05:22	1010588/1010588	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Oct%202022%2006:25:24%20GMT	https://newtecons.vn/wp-content/uploads/2022/10/Banner-chung-nhan-top-10-thuong-hieu-manh-2022.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/10/Banner-chung-nhan-top-10-thuong-hieu-manh-2022.png	(from https://newtecons.vn/)
19:05:23	3605862/3605862	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Aug%202022%2011:16:04%20GMT	https://newtecons.vn/wp-content/uploads/2022/08/hr_asia-2022_web-4.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/08/hr_asia-2022_web-4.png	(from https://newtecons.vn/)
19:05:23	2352473/2352473	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Nov%202022%2006:57:42%20GMT	https://newtecons.vn/wp-content/uploads/2022/11/Banner-noi-lam-viec-tot-nhanh-VN-2022.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/11/Banner-noi-lam-viec-tot-nhanh-VN-2022.png	(from https://newtecons.vn/)
19:05:23	93947/93947	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2002:33:40%20GMT	https://newtecons.vn/tin-tuc/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/tin-tuc/index.html	(from https://newtecons.vn/)
19:05:23	323390/323390	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Jun%202021%2012:16:40%20GMT	https://newtecons.vn/wp-content/uploads/2021/06/img3.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/06/img3.png	(from https://newtecons.vn/)
19:05:23	558/558	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Aug%202021%2001:33:43%20GMT	https://newtecons.vn/wp-content/uploads/2021/08/Untitled-1-01.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/08/Untitled-1-01.png	(from https://newtecons.vn/)
19:05:23	2432/2432	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Aug%202021%2008:57:58%20GMT	https://newtecons.vn/wp-content/uploads/2021/08/thongdiep.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/08/thongdiep.png	(from https://newtecons.vn/)
19:05:24	1848864/1848864	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Jul%202022%2005:11:48%20GMT	https://newtecons.vn/wp-content/uploads/2022/07/KAK8738-Pano-2-1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/07/KAK8738-Pano-2-1.png	(from https://newtecons.vn/)
19:05:24	601565/601565	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Jun%202021%2012:16:38%20GMT	https://newtecons.vn/wp-content/uploads/2021/06/img1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/06/img1.png	(from https://newtecons.vn/)
19:05:24	151777/151777	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2015:42:00%20GMT	https://newtecons.vn/linh-vuc-hoat-dong/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/linh-vuc-hoat-dong/index.html	(from https://newtecons.vn/)
19:05:24	809/809	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Jun%202021%2015:16:59%20GMT	https://newtecons.vn/wp-content/uploads/2021/06/ic1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/06/ic1.png	(from https://newtecons.vn/)
19:05:24	9039/9039	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jun%202021%2003:53:59%20GMT	https://newtecons.vn/wp-content/themes/canhcam/images/logo_line_big.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/images/logo_line_big.png	(from https://newtecons.vn/)
19:05:25	688646/688646	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jan%202023%2007:42:56%20GMT	https://newtecons.vn/wp-content/uploads/2023/01/NEW09390-scaled.jpg	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2023/01/NEW09390-scaled.jpg	(from https://newtecons.vn/)
19:05:25	135756/135756	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2022:22:16%20GMT	https://newtecons.vn/du-an/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/du-an/index.html	(from https://newtecons.vn/)
19:05:25	754714/754714	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Jan%202023%2015:05:51%20GMT	https://newtecons.vn/wp-content/uploads/2023/01/NEW01088-scaled.jpg	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2023/01/NEW01088-scaled.jpg	(from https://newtecons.vn/)
19:05:25	828630/828630	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jan%202023%2007:15:55%20GMT	https://newtecons.vn/wp-content/uploads/2023/01/DSC02392-scaled.jpg	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2023/01/DSC02392-scaled.jpg	(from https://newtecons.vn/)
19:05:25	435576/435576	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jul%202021%2005:01:59%20GMT	https://newtecons.vn/wp-content/uploads/2021/07/bg-1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/07/bg-1.png	(from https://newtecons.vn/)
19:05:26	56043/56043	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:28:28%20GMT	https://newtecons.vn/tuyen-dung/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/tuyen-dung/index.html	(from https://newtecons.vn/)
19:05:26	273372/273372	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Sep%202021%2008:38:13%20GMT	https://newtecons.vn/wp-content/uploads/2021/09/Linhvuchoatdong-2.jpg	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/09/Linhvuchoatdong-2.jpg	(from https://newtecons.vn/)
19:05:26	240772/240772	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Jul%202022%2004:37:22%20GMT	https://newtecons.vn/wp-content/uploads/2022/07/Thi-cong-co-dien@2x.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/07/Thi-cong-co-dien@2x.png	(from https://newtecons.vn/)
19:05:26	650932/650932	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jul%202021%2005:02:56%20GMT	https://newtecons.vn/wp-content/uploads/2021/07/bg-4-1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/07/bg-4-1.png	(from https://newtecons.vn/)
19:05:27	526307/526307	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jul%202021%2005:05:17%20GMT	https://newtecons.vn/wp-content/uploads/2021/07/img.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/07/img.png	(from https://newtecons.vn/)
19:05:27	617699/617699	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jul%202021%2005:05:19%20GMT	https://newtecons.vn/wp-content/uploads/2021/07/img1-4.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/07/img1-4.png	(from https://newtecons.vn/)
19:05:27	56761/56761	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2022:27:02%20GMT	https://newtecons.vn/lien-he/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/lien-he/index.html	(from https://newtecons.vn/)
19:05:27	509993/509993	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jul%202021%2005:05:24%20GMT	https://newtecons.vn/wp-content/uploads/2021/07/img3-1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/07/img3-1.png	(from https://newtecons.vn/)
19:05:27	845811/845811	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jul%202021%2005:05:21%20GMT	https://newtecons.vn/wp-content/uploads/2021/07/img2-1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/07/img2-1.png	(from https://newtecons.vn/)
19:05:28	1427593/1427593	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Jul%202022%2003:16:35%20GMT	https://newtecons.vn/wp-content/uploads/2022/07/visual1.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/07/visual1.png	(from https://newtecons.vn/)
19:05:28	74296/74296	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2002:33:45%20GMT	https://newtecons.vn/newtecons-to-chuc-le-ky-ket-ke-hoach-san-xuat-kinh-doanh-nam-2023/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/newtecons-to-chuc-le-ky-ket-ke-hoach-san-xuat-kinh-doanh-nam-2023/index.html	(from https://newtecons.vn/)
19:05:28	33754578/33754578	---M--	200	added ('OK')	application/pdf	date:Fri,%2017%20Feb%202023%2007:32:20%20GMT	https://newtecons.vn/wp-content/uploads/2023/02/Onl_Newtecons_16.02.23_VN.pdf	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2023/02/Onl_Newtecons_16.02.23_VN.pdf	(from https://newtecons.vn/)
19:05:28	2180018/2180018	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Jul%202022%2003:18:09%20GMT	https://newtecons.vn/wp-content/uploads/2022/07/visual_mobile.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2022/07/visual_mobile.png	(from https://newtecons.vn/)
19:05:28	264/264	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jun%202021%2004:35:40%20GMT	https://newtecons.vn/wp-content/uploads/2021/06/facebook.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/06/facebook.png	(from https://newtecons.vn/)
19:05:28	428/428	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jun%202021%2004:35:41%20GMT	https://newtecons.vn/wp-content/uploads/2021/06/youtube.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/06/youtube.png	(from https://newtecons.vn/)
19:05:28	305/305	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jun%202021%2004:35:42%20GMT	https://newtecons.vn/wp-content/uploads/2021/06/linkedin.png	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/uploads/2021/06/linkedin.png	(from https://newtecons.vn/)
19:05:29	6475/6475	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20May%202022%2001:25:38%20GMT	https://newtecons.vn/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://newtecons.vn/)
19:05:29	17823/17823	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2004%20Nov%202022%2000:01:48%20GMT	https://newtecons.vn/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://newtecons.vn/)
19:05:29	75512/75512	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2021:39:14%20GMT	https://newtecons.vn/newtecons-cat-noc-du-an-flora-mizuki-mp9-mpx-flora-panorama/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/newtecons-cat-noc-du-an-flora-mizuki-mp9-mpx-flora-panorama/index.html	(from https://newtecons.vn/)
19:05:29	13485/13485	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2007%20Jun%202021%2003:41:06%20GMT	https://newtecons.vn/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.4.1	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/plugins/contact-form-7/includes/js/indexc225.js	(from https://newtecons.vn/)
19:05:29	7320/7320	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Oct%202020%2017:40:56%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/js/main.min.js?ver=3.0.3	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/js/main.min19ce.js	(from https://newtecons.vn/)
19:05:30	2493/2493	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Oct%202020%2017:40:56%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/js/dropdown-click.min.js?ver=3.0.3	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/js/dropdown-click.min19ce.js	(from https://newtecons.vn/)
19:05:30	74600/74600	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2023:50:10%20GMT	https://newtecons.vn/newtecons-khai-truong-van-phong-dai-dien-tai-ha-noi/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/newtecons-khai-truong-van-phong-dai-dien-tai-ha-noi/index.html	(from https://newtecons.vn/)
19:05:30	2170/2170	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Oct%202020%2017:40:56%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/js/navigation-search.min.js?ver=3.0.3	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/js/navigation-search.min19ce.js	(from https://newtecons.vn/)
19:05:30	27661/27661	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2007%20Jun%202021%2016:53:14%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/js/fullPage/jquery.fullpage.min.js?ver=6.1.1	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/js/fullPage/jquery.fullpage.min6a4d.js	(from https://newtecons.vn/)
19:05:31	43881/43881	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fd5-ab69%22	http://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick.min.js?ver=6.1.1	C:/My%20Web%20Sites/https___newtecons.vn_/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.9.0/slick.min6a4d.js	(from https://newtecons.vn/)
19:05:31	74069/74069	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2022:19:15%20GMT	https://newtecons.vn/project/to-hop-can-ho-du-lich-khach-san-the-song/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/project/to-hop-can-ho-du-lich-khach-san-the-song/index.html	(from https://newtecons.vn/)
19:05:31	67393/67393	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Mar%202023%2012:05:29%20GMT	https://newtecons.vn/project/the-landmark-81/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/project/the-landmark-81/index.html	(from https://newtecons.vn/)
19:05:31	11971/11971	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Jun%202021%2009:26:09%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/js/scrolly.min.js?ver=6.1.1	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/js/scrolly.min6a4d.js	(from https://newtecons.vn/)
19:05:31	29681/29681	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Sep%202022%2008:10:13%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/js/frontend.js?ver=111412	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/js/frontenda5be.js	(from https://newtecons.vn/)
19:05:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Mar%202023%2012:05:29%20GMT	https://newtecons.vn/project/grand-marina/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/project/grand-marina/index.html	(from https://newtecons.vn/)
19:05:32	0/0	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Apr%202021%2008:11:05%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/js/ajax.js?ver=6.1.1	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/js/ajax6a4d.js	(from https://newtecons.vn/)
19:05:32	72336/72336	---M-Z	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2016:51:07%20GMT	https://newtecons.vn/project/sora-gardens-ii-project/	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/project/sora-gardens-ii-project/index.html	(from https://newtecons.vn/)
19:05:32	4885/4885	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2009%20Apr%202021%2008:11:56%20GMT	https://newtecons.vn/wp-content/themes/canhcam/assets/js/labory.js?ver=6.1.1	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-content/themes/canhcam/assets/js/labory6a4d.js	(from https://newtecons.vn/)
19:05:33	8049/8049	---M-Z	200	added ('OK')	application/json	date:Mon,%2013%20Mar%202023%2012:05:30%20GMT	https://newtecons.vn/wp-json/wp/v2/pages/8652	C:/My%20Web%20Sites/https___newtecons.vn_/newtecons.vn/wp-json/wp/v2/pages/8652.json	(from https://newtecons.vn/en/)
